code,facility_uuid,district_name,Directorate_name,facility_name,facility_type_name,Total User Count,User Login Count,Registration Count,Lab Order Count,Admission Count,Total Department Count,Total Active Department Count,Total Doctor Count,Login Doctor Count,Total Nurse Count,Login Nurse Count
CHC372,705,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Anniyur,UG-CHC,7,6,1169,1233,0,13,3,2,2,1,0
CHC373,706,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Siruvanthadu,UG-CHC,7,6,450,1036,0,13,3,2,2,1,0
CHC374,707,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kandamanadi,UG-CHC,7,6,850,1292,0,13,3,2,2,1,0
CHC375,708,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Mailam,UG-CHC,7,6,997,738,0,13,4,2,2,1,0
CHC376,709,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Murukkeri,UG-CHC,7,6,1509,1532,0,13,4,2,1,1,0
CHC377,710,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Valathi,UG-CHC(MCH),7,6,2061,4734,0,13,4,2,1,1,0
CHC378,711,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Mugaiyur,UG-CHC,7,6,1387,1504,0,13,3,2,2,1,0
CHC379,712,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Olakkur,UG-CHC,7,6,1123,897,0,13,3,2,2,1,0
CHC380,713,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Rishivandiyam,UG-CHC,7,6,646,807,0,13,4,2,1,1,0
CHC381,714,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Pudupettai,UG-CHC,7,6,546,478,0,13,3,2,1,1,0
CHC382,715,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Thiyagadurgam,UG-CHC,7,6,1697,4399,0,13,4,2,2,1,0
CHC383,716,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Ariyur,UG-CHC,7,6,532,940,0,13,3,2,1,1,0
CHC384,717,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Thirunavalur,UG-CHC,7,6,1027,1379,0,13,4,2,2,1,0
CHC385,718,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Iruvelpattu,UG-CHC,7,6,385,425,0,13,3,2,2,1,0
CHC386,719,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Elavanasurkottai,UG-CHC,7,6,2699,3573,0,13,4,2,1,1,0
CHC387,720,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Melsithamur,UG-CHC,7,6,2619,5234,0,13,4,2,2,1,0
CHC388,721,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kiliyanur,UG-CHC,7,6,978,938,0,13,3,2,2,1,0
CHC389,722,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Radhapuram,UG-CHC,7,6,2084,3439,0,13,3,2,2,1,0
CHC390,723,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Pandalkudi,UG-CHC,7,6,4594,5436,0,13,5,2,2,1,0
CHC391,724,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Mallankinaru,UG-CHC,7,6,6509,19566,0,13,5,2,2,1,0
CHC392,725,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Narikudi,UG-CHC(MCH),7,6,7854,18291,0,13,5,2,2,1,0
CHC393,726,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Zamin Kollankondan,UG-CHC,7,6,6044,7358,0,13,3,2,2,1,0
CHC394,727,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Uppathur,UG-CHC,7,6,3679,14770,0,13,4,2,2,1,0
CHC395,728,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),M.Pudupatti,UG-CHC,7,6,2723,6923,0,13,4,2,2,1,0
CHC396,729,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),R.Reddiyapatti,UG-CHC,7,6,3037,7882,0,13,4,2,2,1,0
CHC397,730,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),M.Reddiyapatti,UG-CHC,7,6,5925,17216,0,13,4,2,2,1,0
CHC398,731,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Thayilpatti,UG-CHC,7,6,3965,11547,0,13,5,2,2,1,0
CHC399,732,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Kannicheriputhur,UG-CHC,7,6,3879,5654,0,13,4,2,2,1,0
CHC400,733,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Kunnur,UG-CHC(MCH),7,6,4565,15166,0,13,3,2,2,1,0
PHC001,734,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Anikudhichan,PHC,7,6,271,235,0,38,3,2,2,1,0
PHC002,735,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Edaiyakurichi,PHC,7,6,81,62,0,13,2,2,1,1,0
PHC003,736,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Marudhur,PHC,7,6,175,133,0,13,3,2,1,1,0
PHC004,737,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Varadharajanpettai,PHC,7,6,296,246,0,13,2,2,1,1,0
PHC005,738,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Variyankaval,PHC,7,6,50,33,0,13,2,2,1,1,0
PHC006,739,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Kallan Kurichy,PHC,7,6,1898,5807,0,13,3,2,2,1,0
PHC007,740,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Manakkal,PHC,7,6,528,896,0,13,3,2,2,1,0
PHC008,741,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Poyyathanallur,PHC,7,6,1328,3398,0,13,4,2,2,1,0
PHC009,742,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Poyyur,PHC,7,6,3482,10155,0,13,3,2,2,1,0
PHC010,743,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Sundakudi,PHC,7,6,1906,4381,0,13,3,2,1,1,0
PHC011,744,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Vilangudi,PHC,7,6,606,467,0,13,3,2,1,1,0
PHC012,745,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Ariyalur Uphc,UPHC,7,6,582,749,0,13,4,2,2,1,0
PHC013,746,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Jayamkondan Uphc,UPHC,7,6,267,512,0,13,3,2,2,1,0
PHC014,747,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),T.Cholankuruchi,PHC,7,6,898,2038,0,13,3,2,2,1,0
PHC015,748,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),T.Pottakollai,PHC,7,6,346,40,0,13,4,2,2,1,0
PHC016,749,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Ulkottai,PHC,7,6,531,1685,0,13,4,2,2,1,0
PHC017,750,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Vanithirayanpattinam,PHC,7,6,98,78,0,13,2,2,2,1,0
PHC018,751,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Vettiarvettu,PHC,7,6,860,1607,0,13,2,2,1,1,0
PHC019,752,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Vizhapallam,PHC,7,6,307,194,0,13,2,2,1,1,0
PHC020,753,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Anganur,PHC,7,6,1117,2512,0,13,3,2,2,1,0
PHC021,754,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Irumbilikurichi,PHC,7,6,483,811,0,13,3,2,2,1,0
PHC022,755,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Kulumur,PHC,7,6,638,815,0,13,4,2,1,1,0
PHC023,756,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Manakudaiyan,PHC,7,6,382,525,0,13,3,2,1,1,0
PHC024,757,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Ponparappi,PHC,7,6,611,713,0,13,4,2,2,1,0
PHC025,758,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Gunamangalam,PHC,7,6,11,10,0,13,2,2,1,1,0
PHC026,759,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Sri Puranthan,PHC,7,6,9,9,0,13,1,2,1,1,0
PHC027,760,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Suthamalli,PHC,7,6,542,1062,0,13,3,2,2,1,0
PHC028,761,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Udhyanatham,PHC,7,6,13,11,0,13,2,2,1,1,0
PHC029,762,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Vickramangalam,PHC,7,6,735,494,0,13,3,2,2,1,0
PHC030,763,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Elakurichi,PHC,7,6,239,453,0,13,5,2,2,1,0
PHC031,764,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Keelapalur,PHC,7,6,340,727,0,13,4,2,2,1,0
PHC032,765,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Kuruvadi,PHC,7,6,764,1792,0,13,4,2,2,1,0
PHC033,766,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Venganur,PHC,7,6,632,693,0,13,3,2,2,1,0
PHC044,777,Chennai,Directorate Of Public Health And Preventive Medicine(DPH),Madhavaram Uhp,UPHC,7,6,2,0,0,13,1,2,0,1,0
PHC085,818,Chennai,Directorate Of Public Health And Preventive Medicine(DPH),P.K.Garden Uhp,UPHC,7,6,0,0,0,13,0,2,0,1,0
PHC177,910,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Aliarnagar,PHC,7,6,1642,1833,0,13,3,2,2,1,0
PHC178,911,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Anamalai,PHC,7,6,89,98,0,13,3,2,2,1,0
PHC179,912,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Kaliyapuram,PHC,7,6,1676,4900,0,13,4,2,2,1,0
PHC180,913,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Mudisnagar,PHC,7,6,39,37,0,13,3,2,2,1,0
PHC181,914,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Pethanaickanur,PHC,7,6,226,289,0,13,2,2,2,1,0
PHC182,915,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Sethumadai,PHC,7,6,78,50,0,13,3,2,1,1,0
PHC183,916,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Sholaiarnagar,PHC,7,6,43,50,0,13,2,2,2,1,0
PHC184,917,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Topslip,PHC,7,6,178,329,0,13,3,2,1,1,0
PHC186,919,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Mukkanur,PHC,7,6,43,60,0,13,2,2,1,1,0
PHC187,920,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),S.M.C.Palayam,PHC,7,6,195,150,0,13,2,2,1,1,0
PHC188,921,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Ctm Uhp,UPHC,7,6,2768,6855,0,13,3,2,2,1,0
PHC189,922,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Ganapathi Managar,UPHC,7,6,2776,5841,0,13,2,2,2,1,0
PHC190,923,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Ganapathy Uhp,UPHC,7,6,31,39,0,13,2,2,2,1,0
PHC191,924,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Gounanpalayam Uphc,UPHC,7,6,493,1603,0,13,4,2,2,1,0
PHC192,925,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Jrm Uhp,UPHC,7,6,691,1783,0,13,5,2,1,1,0
PHC193,926,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Kaliveerampalayam,UPHC,7,6,295,674,0,13,3,2,2,1,0
PHC194,927,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Kk Pudur Uhp,UPHC,7,6,417,1034,0,13,2,2,2,1,0
PHC195,928,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Kuniamuthur Uphc,UPHC,8,7,562,1479,0,13,3,2,2,1,0
PHC196,929,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Kurichi Uphc,UPHC,8,7,263,390,0,13,3,2,2,1,0
PHC197,930,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Meenakshi Mat Home Uhp,UPHC,7,6,29,13,0,13,2,2,1,1,0
PHC198,931,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Mm Home Singanallur,UPHC,7,6,642,746,0,13,2,2,2,1,0
PHC199,932,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Nanjundapuram Uhp,UPHC,7,6,929,273,0,13,4,2,2,1,0
PHC202,935,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Podanur,UPHC,7,6,3,3,0,13,2,2,1,1,0
PHC205,938,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Rathinapuri Uhp,UPHC,7,6,178,480,0,13,4,2,1,1,0
PHC206,939,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Rk Bai Uhp,UPHC,7,6,1058,2767,0,13,4,2,2,1,0
PHC207,940,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Seeranaickenpalayam Uhp,UPHC,7,6,135,233,0,13,3,2,1,1,0
PHC209,942,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Slm Home Uhp,UPHC,7,6,1292,2982,0,13,5,2,2,1,0
PHC211,944,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Sukkuarawarpet,UPHC,7,6,98,387,0,13,2,2,1,1,0
PHC216,949,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Vadavalli Uphc,UPHC,8,7,842,9,0,13,2,2,2,1,0
PHC219,952,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Vvm Home Uhp,UPHC,7,6,463,2822,0,13,2,2,1,1,0
PHC220,953,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),C.Kallipatty,PHC,7,6,1241,2402,0,13,4,2,2,1,0
PHC221,954,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Irumborai,PHC,7,6,1978,4974,0,13,3,2,1,1,0
PHC222,955,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Seeliyur,PHC,7,6,17,37,0,13,2,2,1,1,0
PHC223,956,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Sirumugai,PHC,7,6,767,1026,0,13,3,2,2,1,0
PHC224,957,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Velliyankadu,PHC,7,6,23,11,0,13,2,2,1,1,0
PHC225,958,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Sokkanur,PHC,7,6,1511,3678,0,13,3,2,2,1,0
PHC226,959,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Vadasithur,PHC,7,6,1206,3111,0,13,3,2,2,1,0
PHC227,960,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Chettipalayam,PHC,7,6,634,995,0,13,3,2,2,1,0
PHC228,961,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Myleripalayam,PHC,7,6,5,5,0,13,1,2,1,1,0
PHC229,962,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),T.M.Palayam,PHC,7,6,271,678,0,13,2,2,2,1,0
PHC230,963,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Vellalore,PHC,7,6,313,295,0,13,3,2,2,1,0
PHC231,964,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Mettupalayam. Uphc,UPHC,8,7,1573,2780,0,13,4,2,2,1,0
PHC232,965,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),24.Veerapandi,PHC,7,6,710,1763,0,13,3,2,1,1,0
PHC233,966,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),4 Veerapandi,PHC,7,6,1317,5575,0,13,3,2,2,1,0
PHC234,967,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Anaikatti,PHC,7,6,247,372,0,13,7,2,2,1,0
PHC236,969,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Mathampalayam,PHC,7,6,612,1333,0,13,2,2,2,1,0
PHC237,970,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Somiyampalayam,PHC,7,6,1134,3077,0,13,4,2,2,1,0
PHC240,973,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Ramapatnam,PHC,7,6,3,4,0,13,1,2,1,1,0
PHC241,974,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Z.Puravipalayam,PHC,7,6,385,615,0,13,1,2,1,1,0
PHC242,975,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Rediyavur,PHC,7,6,30,44,0,13,3,2,2,1,0
PHC243,976,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Samathur,PHC,7,6,1064,3010,0,13,3,2,2,1,0
PHC244,977,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Z.Uthukuli,PHC,7,6,911,2947,0,13,3,2,2,1,0
PHC245,978,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Idikarai,PHC,7,6,1418,2186,0,13,3,2,2,1,0
PHC246,979,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),C.Vadambachery,PHC,7,6,30,41,0,13,2,2,1,1,0
PHC247,980,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Irugur,PHC,7,6,491,671,0,13,4,2,2,1,0
PHC248,981,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Karumathampatti,PHC,7,6,12,16,0,13,2,2,1,1,0
PHC249,982,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Vaharayampalayam,PHC,7,6,1,1,0,13,1,2,1,1,0
PHC250,983,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Karadimadai,PHC,7,6,318,484,0,13,3,2,2,1,0
PHC251,984,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Narasipuram,PHC,7,6,516,1138,0,13,3,2,2,1,0
PHC252,985,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Poochiyur,PHC,7,6,557,1400,0,13,3,2,2,1,0
PHC253,986,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Semmedu,PHC,7,6,454,739,0,13,3,2,2,1,0
PHC254,987,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Keel Arunkulam,PHC,7,6,2443,3485,0,13,3,2,2,1,0
PHC255,988,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Melkumaramangalam,PHC,7,6,1092,1172,0,13,2,2,2,1,0
PHC256,989,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Melpattampakkam,PHC,7,6,1322,2582,0,13,2,2,2,1,0
PHC257,990,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Sethiathope,PHC,7,6,1726,521,0,13,3,2,2,1,0
PHC258,991,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Chidambaram Uphc,UPHC,8,7,587,763,0,13,2,2,1,1,0
PHC259,992,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Karaikadu,UG-PHC,7,6,1811,2163,0,13,2,2,1,1,0
PHC260,993,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Madalapattu,PHC,7,6,835,704,0,13,3,2,2,1,0
PHC261,994,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Thiruvandipuram,UG-PHC,7,6,932,173,0,13,2,2,1,1,0
PHC262,995,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Thookanampakkam,PHC,7,6,670,1161,0,13,3,2,1,1,0
PHC263,996,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Vellakarai,PHC,7,6,1253,437,0,13,2,2,1,1,0
PHC267,1000,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Arasakuzhi,PHC,7,6,1630,2649,0,13,4,2,2,1,0
PHC268,1001,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Gangaikondan,PHC,7,6,1012,1779,0,13,4,2,2,1,0
PHC269,1002,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Iruppu,PHC,7,6,814,1211,0,13,3,2,2,1,0
PHC270,1003,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Karumangudi,PHC,7,6,1633,2272,0,13,3,2,1,1,0
PHC271,1004,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Palakollai,PHC,7,6,1894,3804,0,13,4,2,2,1,0
PHC272,1005,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Ayankudi,UG-PHC,7,6,4858,6377,0,13,4,2,2,1,0
PHC273,1006,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Srimushnam,UG-PHC,7,6,886,785,0,13,3,2,2,1,0
PHC274,1007,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Srineduncheri,PHC,7,6,2542,1758,0,13,3,2,2,1,0
PHC275,1008,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Veeranandhapuram,PHC,7,6,526,313,0,13,3,2,1,1,0
PHC276,1009,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Palayamkottai,PHC,7,6,263,489,0,13,2,2,1,1,0
PHC277,1010,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Vilagam,PHC,7,6,786,1614,0,13,2,2,1,1,0
PHC278,1011,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Elleri,PHC,7,6,760,1239,0,13,3,2,2,1,0
PHC279,1012,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Sivakkam,PHC,7,6,443,356,0,13,4,2,2,1,0
PHC280,1013,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Vallampadugai,PHC,7,6,1346,2859,0,13,4,2,2,1,0
PHC281,1014,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Vandaiyariruppu,PHC,7,6,601,1253,0,13,4,2,2,1,0
PHC282,1015,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Kullanchavadi,PHC,7,6,790,665,0,13,3,2,1,1,0
PHC283,1016,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Kundiyamallur,PHC,7,6,441,388,0,13,2,2,2,1,0
PHC284,1017,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Puliyur,PHC,7,6,935,664,0,13,3,2,1,1,0
PHC285,1018,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Theerthanagiri,UG-PHC,7,6,222,116,0,13,3,2,1,1,0
PHC286,1019,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Thiruchopuram,UG-PHC,7,6,309,165,0,13,2,2,1,1,0
PHC287,1020,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Thondamanatham,PHC,7,6,519,557,0,13,3,2,1,1,0
PHC288,1021,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Venkatampettai,PHC,7,6,867,804,0,13,3,2,2,1,0
PHC289,1022,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Avatti,PHC,7,6,484,793,0,13,2,2,1,1,0
PHC290,1023,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),E.Keeranur,PHC,7,6,490,664,0,13,3,2,2,1,0
PHC291,1024,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Kazhudur,PHC,7,6,1223,1764,0,13,3,2,2,1,0
PHC292,1025,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Sirupakkam,PHC,7,6,1464,1509,0,13,3,2,2,1,0
PHC293,1026,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Tholudur,UG-PHC,7,6,1668,2734,0,13,3,2,2,1,0
PHC294,1027,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Ganapathikurichi,PHC,7,7,1049,2029,0,13,4,2,2,1,0
PHC295,1028,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Nallur,PHC,7,6,2248,3325,0,13,4,2,2,1,0
PHC296,1029,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Sirumangalam,PHC,7,6,2249,3927,0,13,3,2,1,1,0
PHC297,1030,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Tholar,PHC,7,6,1377,2389,0,13,3,2,2,1,0
PHC298,1031,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Nellikuppam Uphc,UPHC,7,6,1611,1870,0,13,3,2,1,1,0
PHC299,1032,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Kadampuliyur,PHC,7,6,513,265,0,13,2,2,1,1,0
PHC300,1033,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Manamthavizhtha Puthur,PHC,7,6,507,220,0,13,3,2,2,1,0
PHC301,1034,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Perperiyankuppam,PHC,7,6,504,315,0,13,3,2,2,1,0
PHC302,1035,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Veeraperumanallur,PHC,7,6,489,314,0,13,2,2,2,1,0
PHC303,1036,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Panruti Uphc,UPHC,8,7,850,468,0,13,3,2,2,1,0
PHC304,1037,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Ayyepuram,PHC,7,6,698,392,0,13,3,2,2,1,0
PHC305,1038,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),B.Mutlur,PHC,7,6,284,90,0,13,2,2,1,1,0
PHC306,1039,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Kavarapattu,PHC,7,6,318,54,0,13,3,2,2,1,0
